CIE10,ANIO,ENFOQUE,CVE_ENT,CVE_MUN,SEXO,EDAD_INICIO,EDAD_FINAL,CONTEO,TASA_CRUDA,ASMR,ESCALA
C910,2019,Nacional,,,2,55,79,32,2.412758061439376,,3
C910,2019,Nacional,,,2,55,79,12,1.2574240411093833,,3
C910,2020,Nacional,,,1,55,79,36,1.3102062519402882,,3
C910,2020,Nacional,,,1,55,79,24,1.1102778886770621,,3
C910,2020,Nacional,,,1,55,79,25,1.5700953361888135,,3
C910,2020,Nacional,,,1,55,79,29,2.4598117650252087,,3
C910,2020,Nacional,,,1,55,79,23,2.7693593267807883,,3
C910,2020,Nacional,,,2,55,79,56,1.861168155545799,,3
C910,2020,Nacional,,,2,55,79,45,1.8821545399449657,,3
C910,2020,Nacional,,,2,55,79,36,2.0078115021943708,,3
C910,2020,Nacional,,,2,55,79,26,1.9223887306615086,,3
C910,2020,Nacional,,,2,55,79,27,2.75631988419373,,3
C910,2021,Nacional,,,1,55,79,22,0.7845338424720233,,3
C910,2021,Nacional,,,1,55,79,29,1.30676308475395,,3
C910,2021,Nacional,,,1,55,79,34,2.0776719319354675,,3
C910,2021,Nacional,,,1,55,79,19,1.6074028515326586,,3
C910,2021,Nacional,,,1,55,79,18,2.1530250600155734,,3
C910,2021,Nacional,,,2,55,79,46,1.488821539493257,,3
C910,2021,Nacional,,,2,55,79,57,2.307977300840792,,3
C910,2021,Nacional,,,2,55,79,33,1.776622554384839,,3
C910,2021,Nacional,,,2,55,79,29,2.1180978312869345,,3
C910,2021,Nacional,,,2,55,79,17,1.7088741836356198,,3
C910,2022,Nacional,,,1,55,79,43,1.4975935760897692,,3
C910,2022,Nacional,,,1,55,79,27,1.176245589623597,,3
C910,2022,Nacional,,,1,55,79,19,1.117264560015336,,3
C910,2022,Nacional,,,1,55,79,13,1.0787316439289398,,3
C910,2022,Nacional,,,1,55,79,23,2.6922784284117314,,3
C910,2022,Nacional,,,2,55,79,50,1.5743643110503058,,3
C910,2022,Nacional,,,2,55,79,59,2.304299549568022,,3
C910,2022,Nacional,,,2,55,79,35,1.8082154979567164,,3
C910,2022,Nacional,,,2,55,79,37,2.6394240063460312,,3
C910,2022,Nacional,,,2,55,79,11,1.0789010118129854,,3
C910,2023,Nacional,,,1,55,79,30,1.01776232739175,,3
C910,2023,Nacional,,,1,55,79,31,1.2988204615337562,,3
C910,2023,Nacional,,,1,55,79,23,1.2902863874786121,,3
C910,2023,Nacional,,,1,55,79,18,1.44072036018009,,3
C910,2023,Nacional,,,1,55,79,18,2.0343465509349516,,3
C910,2023,Nacional,,,2,55,79,51,1.560099626126713,,3
C910,2023,Nacional,,,2,55,79,43,1.6151478329786892,,3
C910,2023,Nacional,,,2,55,79,38,1.874611203169869,,3
C910,2023,Nacional,,,2,55,79,35,2.4077355728484475,,3
C910,2023,Nacional,,,2,55,79,25,2.370688428954261,,3
C910,2000,Nacional,,,1,60,84,14,1.2714535074861366,,3
C910,2000,Nacional,,,1,60,84,18,2.0869758791965607,,3
C910,2000,Nacional,,,1,60,84,15,2.3683923826185262,,3
C910,2000,Nacional,,,1,60,84,11,2.6429791661160458,,3
C910,2000,Nacional,,,1,60,84,8,3.3581134118852027,,3
C910,2000,Nacional,,,2,60,84,17,1.4198079918486317,,3
C910,2000,Nacional,,,2,60,84,15,1.5705375531234327,,3
C910,2000,Nacional,,,2,60,84,16,2.2188846498946724,,3
C910,2000,Nacional,,,2,60,84,12,2.408637373621808,,3
C910,2000,Nacional,,,2,60,84,8,2.634594865174608,,3
C910,2001,Nacional,,,1,60,84,13,1.1434985072946409,,3
C910,2001,Nacional,,,1,60,84,15,1.6948099270666794,,3
C910,2001,Nacional,,,1,60,84,16,2.437879775958849,,3
C910,2001,Nacional,,,1,60,84,18,4.162244282116918,,3
C910,2001,Nacional,,,1,60,84,10,4.025068124278003,,3
C910,2001,Nacional,,,2,60,84,25,2.022820653484349,,3
C910,2001,Nacional,,,2,60,84,22,2.2413187104267167,,3
C910,2001,Nacional,,,2,60,84,14,1.8753683759309865,,3
C910,2001,Nacional,,,2,60,84,8,1.5493907021063968,,3
C910,2001,Nacional,,,2,60,84,6,1.89899859474104,,3
C910,2002,Nacional,,,1,60,84,16,1.3626716540449204,,3
C910,2002,Nacional,,,1,60,84,17,1.8704751006755715,,3
C910,2002,Nacional,,,1,60,84,8,1.1793182950595409,,3
C910,2002,Nacional,,,1,60,84,14,3.116998775464767,,3
C910,2002,Nacional,,,1,60,84,6,2.3139488694431485,,3
C910,2002,Nacional,,,2,60,84,21,1.6456055279807793,,3
C910,2002,Nacional,,,2,60,84,21,2.080245984134657,,3
C910,2002,Nacional,,,2,60,84,15,1.943745416000394,,3
C910,2002,Nacional,,,2,60,84,20,3.7374864282524074,,3
C910,2002,Nacional,,,2,60,84,12,3.646507557386913,,3
C910,2003,Nacional,,,1,60,84,13,1.0721393055341357,,3
C910,2003,Nacional,,,1,60,84,14,1.498428790382656,,3
C910,2003,Nacional,,,1,60,84,10,1.4303634696612757,,3
C910,2003,Nacional,,,1,60,84,15,3.2187045357984316,,3
C910,2003,Nacional,,,1,60,84,9,3.3298308445930944,,3
C910,2003,Nacional,,,2,60,84,26,1.972871499291284,,3
C910,2003,Nacional,,,2,60,84,17,1.6356958875718866,,3
C910,2003,Nacional,,,2,60,84,17,2.134745111433695,,3
C910,2003,Nacional,,,2,60,84,13,2.344648969977672,,3
C910,2003,Nacional,,,2,60,84,13,3.795587191937005,,3
C910,2004,Nacional,,,1,60,84,21,1.6763763448928797,,3
C910,2004,Nacional,,,1,60,84,14,1.4549762786903135,,3
C910,2004,Nacional,,,1,60,84,18,2.502822627741286,,3
C910,2004,Nacional,,,1,60,84,11,2.275265792413023,,3
C910,2004,Nacional,,,1,60,84,11,3.9070824749591533,,3
C910,2004,Nacional,,,2,60,84,25,1.835708495365203,,3
C910,2004,Nacional,,,2,60,84,24,2.2396249374771373,,3
C910,2004,Nacional,,,2,60,84,16,1.9491990010355118,,3
C910,2004,Nacional,,,2,60,84,11,1.9141653456025531,,3
C910,2004,Nacional,,,2,60,84,11,3.087485299359768,,3
C910,2005,Nacional,,,1,60,84,18,1.3914538450894434,,3
C910,2005,Nacional,,,1,60,84,8,0.8058050193594656,,3
C910,2005,Nacional,,,1,60,84,14,1.8955549237039144,,3
C910,2005,Nacional,,,1,60,84,19,3.788263958257319,,3
C910,2005,Nacional,,,1,60,84,5,1.7075569641003223,,3
C910,2005,Nacional,,,2,60,84,26,1.8475251689774943,,3
C910,2005,Nacional,,,2,60,84,13,1.1746209588521241,,3
C910,2005,Nacional,,,2,60,84,26,3.076442496556751,,3
C910,2005,Nacional,,,2,60,84,18,3.020169699979698,,3
C910,2005,Nacional,,,2,60,84,11,2.9718324318774956,,3
C910,2006,Nacional,,,1,60,84,10,0.7493886861792493,,3
C910,2006,Nacional,,,1,60,84,18,1.7542696975249206,,3
C910,2006,Nacional,,,1,60,84,13,1.7138209109880969,,3
C910,2006,Nacional,,,1,60,84,10,1.9230584321304602,,3
C910,2006,Nacional,,,1,60,84,18,5.916770758004076,,3
C910,2006,Nacional,,,2,60,84,30,2.064092834639331,,3
C910,2006,Nacional,,,2,60,84,32,2.7952163366418796,,3
C910,2006,Nacional,,,2,60,84,25,2.8723977512572487,,3
C910,2006,Nacional,,,2,60,84,15,2.4262304627791984,,3
C910,2006,Nacional,,,2,60,84,4,1.0408291244805612,,3
C910,2007,Nacional,,,1,60,84,19,1.381462518013544,,3
C910,2007,Nacional,,,1,60,84,13,1.2251125454351837,,3
C910,2007,Nacional,,,1,60,84,19,2.4357007062250102,,3
C910,2007,Nacional,,,1,60,84,15,2.787264801305183,,3
C910,2007,Nacional,,,1,60,84,9,2.8454089326871093,,3
C910,2007,Nacional,,,2,60,84,33,2.199074922482609,,3
C910,2007,Nacional,,,2,60,84,24,2.0253814046357608,,3
C910,2007,Nacional,,,2,60,84,15,1.6716798487909854,,3
C910,2007,Nacional,,,2,60,84,17,2.6534514379365515,,3
C910,2007,Nacional,,,2,60,84,8,2.003154969076295,,3
C910,2008,Nacional,,,1,60,84,18,1.2714701868496077,,3
C910,2008,Nacional,,,1,60,84,18,1.6402674729492557,,3
C910,2008,Nacional,,,1,60,84,13,1.6188524079806934,,3
C910,2008,Nacional,,,1,60,84,20,3.601961628302774,,3
C910,2008,Nacional,,,1,60,84,8,2.4354973742293935,,3
C910,2008,Nacional,,,2,60,84,30,1.9389577326603857,,3
C910,2008,Nacional,,,2,60,84,27,2.2021922415951702,,3
C910,2008,Nacional,,,2,60,84,17,1.8367139674534283,,3
C910,2008,Nacional,,,2,60,84,17,2.566645982519631,,3
C910,2008,Nacional,,,2,60,84,5,1.2059147707676612,,3
C910,2009,Nacional,,,1,60,84,21,1.4441992362249183,,3
C910,2009,Nacional,,,1,60,84,22,1.9378069662398794,,3
C910,2009,Nacional,,,1,60,84,19,2.294697075831284,,3
C910,2009,Nacional,,,1,60,84,21,3.674064950470105,,3
C910,2009,Nacional,,,1,60,84,4,1.1734678909848328,,3
C910,2009,Nacional,,,2,60,84,38,2.387918639841543,,3
C910,2009,Nacional,,,2,60,84,31,2.4440702126183402,,3
C910,2009,Nacional,,,2,60,84,16,1.67464039714097,,3
C910,2009,Nacional,,,2,60,84,18,2.6335849382351175,,3
C910,2009,Nacional,,,2,60,84,11,2.5565223858396546,,3
C910,2010,Nacional,,,1,60,84,20,1.3415183841679368,,3
C910,2010,Nacional,,,1,60,84,21,1.7878655014324207,,3
C910,2010,Nacional,,,1,60,84,11,1.2846925380385783,,3
C910,2010,Nacional,,,1,60,84,17,2.88795417326366,,3
C910,2010,Nacional,,,1,60,84,6,1.6897743306381432,,3
C910,2010,Nacional,,,2,60,84,43,2.6325875151679896,,3
C910,2010,Nacional,,,2,60,84,25,1.9064192185358853,,3
C910,2010,Nacional,,,2,60,84,25,2.5316199329627045,,3
C910,2010,Nacional,,,2,60,84,11,1.561524047470331,,3
C910,2010,Nacional,,,2,60,84,13,2.9083750013982574,,3
C910,2011,Nacional,,,1,60,84,30,1.9619640568184793,,3
C910,2011,Nacional,,,1,60,84,19,1.5644027563129825,,3
C910,2011,Nacional,,,1,60,84,16,1.8018484713004956,,3
C910,2011,Nacional,,,1,60,84,18,2.9616418025868296,,3
C910,2011,Nacional,,,1,60,84,13,3.502079696558264,,3
C910,2011,Nacional,,,2,60,84,31,1.8488179790988144,,3
C910,2011,Nacional,,,2,60,84,22,1.6242443572274443,,3
C910,2011,Nacional,,,2,60,84,23,2.250079731086123,,3
C910,2011,Nacional,,,2,60,84,22,3.0279048962598494,,3
C910,2011,Nacional,,,2,60,84,8,1.7204671068195014,,3
C910,2012,Nacional,,,1,60,84,24,1.5267000759533287,,3
C910,2012,Nacional,,,1,60,84,29,2.3124060585038735,,3
C910,2012,Nacional,,,1,60,84,15,1.628464694342605,,3
C910,2012,Nacional,,,1,60,84,22,3.5017851145481664,,3
C910,2012,Nacional,,,1,60,84,17,4.387334539420201,,3
C910,2012,Nacional,,,2,60,84,47,2.7234803993433516,,3
C910,2012,Nacional,,,2,60,84,32,2.289164383463649,,3
C910,2012,Nacional,,,2,60,84,28,2.6452502170522276,,3
C910,2012,Nacional,,,2,60,84,22,2.931996343000925,,3
C910,2012,Nacional,,,2,60,84,10,2.0681154504769075,,3
C910,2013,Nacional,,,1,60,84,27,1.664021693912454,,3
C910,2013,Nacional,,,1,60,84,28,2.1663023926036247,,3
C910,2013,Nacional,,,1,60,84,29,3.0364934155210883,,3
C910,2013,Nacional,,,1,60,84,22,3.3849122153788866,,3
C910,2013,Nacional,,,1,60,84,18,4.464695420958769,,3
C910,2013,Nacional,,,2,60,84,33,1.850269466516851,,3
C910,2013,Nacional,,,2,60,84,28,1.9431705881699777,,3
C910,2013,Nacional,,,2,60,84,33,3.011201670213193,,3
C910,2013,Nacional,,,2,60,84,20,2.5788915150600817,,3
C910,2013,Nacional,,,2,60,84,9,1.793457467159801,,3
C910,2014,Nacional,,,1,60,84,31,1.8408212200369232,,3
C910,2014,Nacional,,,1,60,84,25,1.8817946901775586,,3
C910,2014,Nacional,,,1,60,84,22,2.222094283460447,,3
C910,2014,Nacional,,,1,60,84,17,2.526153114598193,,3
C910,2014,Nacional,,,1,60,84,18,4.304819484569614,,3
C910,2014,Nacional,,,2,60,84,40,2.1585521295735672,,3
C910,2014,Nacional,,,2,60,84,31,2.091678963714768,,3
C910,2014,Nacional,,,2,60,84,30,2.644203861066478,,3
C910,2014,Nacional,,,2,60,84,23,2.8678626069369857,,3
C910,2014,Nacional,,,2,60,84,17,3.2722009208358354,,3
C910,2015,Nacional,,,1,60,84,18,1.0246432391477474,,3
C910,2015,Nacional,,,1,60,84,21,1.5420438248855033,,3
C910,2015,Nacional,,,1,60,84,32,3.1222009955918426,,3
C910,2015,Nacional,,,1,60,84,19,2.7248581639618865,,3
C910,2015,Nacional,,,1,60,84,18,4.1630817906802475,,3
C910,2015,Nacional,,,2,60,84,44,2.2744813019544514,,3
C910,2015,Nacional,,,2,60,84,38,2.49888207906989,,3
C910,2015,Nacional,,,2,60,84,25,2.1310311377745728,,3
C910,2015,Nacional,,,2,60,84,23,2.7724070761471737,,3
C910,2015,Nacional,,,2,60,84,12,2.237253249610345,,3
C910,2016,Nacional,,,1,60,84,24,1.3067632074285132,,3
C910,2016,Nacional,,,1,60,84,23,1.6482350985214616,,3
C910,2016,Nacional,,,1,60,84,25,2.360713199786214,,3
C910,2016,Nacional,,,1,60,84,11,1.5214931657293347,,3
C910,2016,Nacional,,,1,60,84,9,2.014608147523039,,3
C910,2016,Nacional,,,2,60,84,43,2.1252524972952456,,3
C910,2016,Nacional,,,2,60,84,36,2.3079038655466495,,3
C910,2016,Nacional,,,2,60,84,22,1.8166849298553176,,3
C910,2016,Nacional,,,2,60,84,18,2.096851228405345,,3
C910,2016,Nacional,,,2,60,84,11,1.9885495700213498,,3
C910,2017,Nacional,,,1,60,84,25,1.3020372195151422,,3
C910,2017,Nacional,,,1,60,84,29,2.0217005150456346,,3
C910,2017,Nacional,,,1,60,84,22,2.0110461279135032,,3
C910,2017,Nacional,,,1,60,84,14,1.8638113077432041,,3
C910,2017,Nacional,,,1,60,84,20,4.314733953504427,,3
C910,2017,Nacional,,,2,60,84,50,2.3636169390026103,,3
C910,2017,Nacional,,,2,60,84,38,2.3678918845490693,,3
C910,2017,Nacional,,,2,60,84,33,2.641386199477486,,3
C910,2017,Nacional,,,2,60,84,20,2.250576991676241,,3
C910,2017,Nacional,,,2,60,84,11,1.9259624997592546,,3
C910,2018,Nacional,,,1,60,84,36,1.794570526870952,,3
C910,2018,Nacional,,,1,60,84,32,2.1593593720582946,,3
C910,2018,Nacional,,,1,60,84,25,2.2136784074266256,,3
C910,2018,Nacional,,,1,60,84,22,2.815654012434952,,3
C910,2018,Nacional,,,1,60,84,17,3.523834595349782,,3
C910,2018,Nacional,,,2,60,84,38,1.7195270395626971,,3
C910,2018,Nacional,,,2,60,84,49,2.953410254602046,,3
C910,2018,Nacional,,,2,60,84,23,1.7852153124902976,,3
C910,2018,Nacional,,,2,60,84,24,2.6067972237609567,,3
C910,2018,Nacional,,,2,60,84,17,2.876996550988841,,3
C910,2019,Nacional,,,1,60,84,29,1.3862485103803721,,3
C910,2019,Nacional,,,1,60,84,31,2.013209250371794,,3
C910,2019,Nacional,,,1,60,84,24,2.0642160408508357,,3
C910,2019,Nacional,,,1,60,84,24,2.954955398641952,,3
C910,2019,Nacional,,,1,60,84,14,2.789355818197757,,3
C910,2019,Nacional,,,2,60,84,55,2.386389423174965,,3
C910,2019,Nacional,,,2,60,84,33,1.912925930348628,,3
C910,2019,Nacional,,,2,60,84,32,2.412758061439376,,3
C910,2019,Nacional,,,2,60,84,12,1.2574240411093833,,3
C910,2019,Nacional,,,2,60,84,22,3.593544034798574,,3
C910,2020,Nacional,,,1,60,84,24,1.1102778886770621,,3
C910,2020,Nacional,,,1,60,84,25,1.5700953361888135,,3
C910,2020,Nacional,,,1,60,84,29,2.4598117650252087,,3
C910,2020,Nacional,,,1,60,84,23,2.7693593267807883,,3
C910,2020,Nacional,,,1,60,84,20,3.8960988362352778,,3
C910,2020,Nacional,,,2,60,84,45,1.8821545399449657,,3
C910,2020,Nacional,,,2,60,84,36,2.0078115021943708,,3
C910,2020,Nacional,,,2,60,84,26,1.9223887306615086,,3
C910,2020,Nacional,,,2,60,84,27,2.75631988419373,,3
C910,2020,Nacional,,,2,60,84,9,1.4329019767678826,,3
C910,2021,Nacional,,,1,60,84,29,1.30676308475395,,3
C910,2021,Nacional,,,1,60,84,34,2.0776719319354675,,3
C910,2021,Nacional,,,1,60,84,19,1.6074028515326586,,3
C910,2021,Nacional,,,1,60,84,18,2.1530250600155734,,3
C910,2021,Nacional,,,1,60,84,16,3.096077076838828,,3
C910,2021,Nacional,,,2,60,84,57,2.307977300840792,,3
C910,2021,Nacional,,,2,60,84,33,1.776622554384839,,3
C910,2021,Nacional,,,2,60,84,29,2.1180978312869345,,3
C910,2021,Nacional,,,2,60,84,17,1.7088741836356198,,3
C910,2021,Nacional,,,2,60,84,23,3.6048744171466636,,3
C910,2022,Nacional,,,1,60,84,27,1.176245589623597,,3
C910,2022,Nacional,,,1,60,84,19,1.117264560015336,,3
C910,2022,Nacional,,,1,60,84,13,1.0787316439289398,,3
C910,2022,Nacional,,,1,60,84,23,2.6922784284117314,,3
C910,2022,Nacional,,,1,60,84,10,1.88577840217996,,3
C910,2022,Nacional,,,2,60,84,59,2.304299549568022,,3
C910,2022,Nacional,,,2,60,84,35,1.8082154979567164,,3
C910,2022,Nacional,,,2,60,84,37,2.6394240063460312,,3
C910,2022,Nacional,,,2,60,84,11,1.0789010118129854,,3
C910,2022,Nacional,,,2,60,84,17,2.59211144249477,,3
C910,2023,Nacional,,,1,60,84,31,1.2988204615337562,,3
C910,2023,Nacional,,,1,60,84,23,1.2902863874786121,,3
C910,2023,Nacional,,,1,60,84,18,1.44072036018009,,3
C910,2023,Nacional,,,1,60,84,18,2.0343465509349516,,3
C910,2023,Nacional,,,1,60,84,8,1.444890955885673,,3
C910,2023,Nacional,,,2,60,84,43,1.6151478329786892,,3
C910,2023,Nacional,,,2,60,84,38,1.874611203169869,,3
C910,2023,Nacional,,,2,60,84,35,2.4077355728484475,,3
C910,2023,Nacional,,,2,60,84,25,2.370688428954261,,3
C910,2023,Nacional,,,2,60,84,7,1.0264576798830425,,3
C910,2000,Nacional,,,1,65,125,18,2.0869758791965607,,3
C910,2000,Nacional,,,1,65,125,15,2.3683923826185262,,3
C910,2000,Nacional,,,1,65,125,11,2.6429791661160458,,3
C910,2000,Nacional,,,1,65,125,8,3.3581134118852027,,3
C910,2000,Nacional,,,2,65,125,15,1.5705375531234327,,3
C910,2000,Nacional,,,2,65,125,16,2.2188846498946724,,3
C910,2000,Nacional,,,2,65,125,12,2.408637373621808,,3
C910,2000,Nacional,,,2,65,125,8,2.634594865174608,,3
C910,2001,Nacional,,,1,65,125,15,1.6948099270666794,,3
C910,2001,Nacional,,,1,65,125,16,2.437879775958849,,3
C910,2001,Nacional,,,1,65,125,18,4.162244282116918,,3
C910,2001,Nacional,,,1,65,125,10,4.025068124278003,,3
C910,2001,Nacional,,,2,65,125,22,2.2413187104267167,,3
C910,2001,Nacional,,,2,65,125,14,1.8753683759309865,,3
C910,2001,Nacional,,,2,65,125,8,1.5493907021063968,,3
C910,2001,Nacional,,,2,65,125,6,1.89899859474104,,3
C910,2002,Nacional,,,1,65,125,17,1.8704751006755715,,3
C910,2002,Nacional,,,1,65,125,8,1.1793182950595409,,3
C910,2002,Nacional,,,1,65,125,14,3.116998775464767,,3
C910,2002,Nacional,,,1,65,125,6,2.3139488694431485,,3
C910,2002,Nacional,,,2,65,125,21,2.080245984134657,,3
C910,2002,Nacional,,,2,65,125,15,1.943745416000394,,3
C910,2002,Nacional,,,2,65,125,20,3.7374864282524074,,3
C910,2002,Nacional,,,2,65,125,12,3.646507557386913,,3
C910,2003,Nacional,,,1,65,125,14,1.498428790382656,,3
C910,2003,Nacional,,,1,65,125,10,1.4303634696612757,,3
C910,2003,Nacional,,,1,65,125,15,3.2187045357984316,,3
C910,2003,Nacional,,,1,65,125,9,3.3298308445930944,,3
C910,2003,Nacional,,,2,65,125,17,1.6356958875718866,,3
C910,2003,Nacional,,,2,65,125,17,2.134745111433695,,3
C910,2003,Nacional,,,2,65,125,13,2.344648969977672,,3
C910,2003,Nacional,,,2,65,125,13,3.795587191937005,,3
C910,2004,Nacional,,,1,65,125,14,1.4549762786903135,,3
C910,2004,Nacional,,,1,65,125,18,2.502822627741286,,3
C910,2004,Nacional,,,1,65,125,11,2.275265792413023,,3
C910,2004,Nacional,,,1,65,125,11,3.9070824749591533,,3
C910,2004,Nacional,,,2,65,125,24,2.2396249374771373,,3
C910,2004,Nacional,,,2,65,125,16,1.9491990010355118,,3
C910,2004,Nacional,,,2,65,125,11,1.9141653456025531,,3
C910,2004,Nacional,,,2,65,125,11,3.087485299359768,,3
C910,2005,Nacional,,,1,65,125,8,0.8058050193594656,,3
C910,2005,Nacional,,,1,65,125,14,1.8955549237039144,,3
C910,2005,Nacional,,,1,65,125,19,3.788263958257319,,3
C910,2005,Nacional,,,1,65,125,5,1.7075569641003223,,3
C910,2005,Nacional,,,2,65,125,13,1.1746209588521241,,3
C910,2005,Nacional,,,2,65,125,26,3.076442496556751,,3
C910,2005,Nacional,,,2,65,125,18,3.020169699979698,,3
C910,2005,Nacional,,,2,65,125,11,2.9718324318774956,,3
C910,2006,Nacional,,,1,65,125,18,1.7542696975249206,,3
C910,2006,Nacional,,,1,65,125,13,1.7138209109880969,,3
C910,2006,Nacional,,,1,65,125,10,1.9230584321304602,,3
C910,2006,Nacional,,,1,65,125,18,5.916770758004076,,3
C910,2006,Nacional,,,2,65,125,32,2.7952163366418796,,3
C910,2006,Nacional,,,2,65,125,25,2.8723977512572487,,3
C910,2006,Nacional,,,2,65,125,15,2.4262304627791984,,3
C910,2006,Nacional,,,2,65,125,4,1.0408291244805612,,3
C910,2007,Nacional,,,1,65,125,13,1.2251125454351837,,3
C910,2007,Nacional,,,1,65,125,19,2.4357007062250102,,3
C910,2007,Nacional,,,1,65,125,15,2.787264801305183,,3
C910,2007,Nacional,,,1,65,125,9,2.8454089326871093,,3
C910,2007,Nacional,,,2,65,125,24,2.0253814046357608,,3
C910,2007,Nacional,,,2,65,125,15,1.6716798487909854,,3
C910,2007,Nacional,,,2,65,125,17,2.6534514379365515,,3
C910,2007,Nacional,,,2,65,125,8,2.003154969076295,,3
C910,2008,Nacional,,,1,65,125,18,1.6402674729492557,,3
C910,2008,Nacional,,,1,65,125,13,1.6188524079806934,,3
C910,2008,Nacional,,,1,65,125,20,3.601961628302774,,3
C910,2008,Nacional,,,1,65,125,8,2.4354973742293935,,3
C910,2008,Nacional,,,2,65,125,27,2.2021922415951702,,3
C910,2008,Nacional,,,2,65,125,17,1.8367139674534283,,3
C910,2008,Nacional,,,2,65,125,17,2.566645982519631,,3
C910,2008,Nacional,,,2,65,125,5,1.2059147707676612,,3
C910,2009,Nacional,,,1,65,125,22,1.9378069662398794,,3
C910,2009,Nacional,,,1,65,125,19,2.294697075831284,,3
C910,2009,Nacional,,,1,65,125,21,3.674064950470105,,3
C910,2009,Nacional,,,1,65,125,4,1.1734678909848328,,3
C910,2009,Nacional,,,2,65,125,31,2.4440702126183402,,3
C910,2009,Nacional,,,2,65,125,16,1.67464039714097,,3
C910,2009,Nacional,,,2,65,125,18,2.6335849382351175,,3
C910,2009,Nacional,,,2,65,125,11,2.5565223858396546,,3
C910,2010,Nacional,,,1,65,125,21,1.7878655014324207,,3
C910,2010,Nacional,,,1,65,125,11,1.2846925380385783,,3
C910,2010,Nacional,,,1,65,125,17,2.88795417326366,,3
C910,2010,Nacional,,,1,65,125,6,1.6897743306381432,,3
C910,2010,Nacional,,,2,65,125,25,1.9064192185358853,,3
C910,2010,Nacional,,,2,65,125,25,2.5316199329627045,,3
C910,2010,Nacional,,,2,65,125,11,1.561524047470331,,3
C910,2010,Nacional,,,2,65,125,13,2.9083750013982574,,3
C910,2011,Nacional,,,1,65,125,19,1.5644027563129825,,3
C910,2011,Nacional,,,1,65,125,16,1.8018484713004956,,3
C910,2011,Nacional,,,1,65,125,18,2.9616418025868296,,3
C910,2011,Nacional,,,1,65,125,13,3.502079696558264,,3
C910,2011,Nacional,,,2,65,125,22,1.6242443572274443,,3
C910,2011,Nacional,,,2,65,125,23,2.250079731086123,,3
C910,2011,Nacional,,,2,65,125,22,3.0279048962598494,,3
C910,2011,Nacional,,,2,65,125,8,1.7204671068195014,,3
C910,2012,Nacional,,,1,65,125,29,2.3124060585038735,,3
C910,2012,Nacional,,,1,65,125,15,1.628464694342605,,3
C910,2012,Nacional,,,1,65,125,22,3.5017851145481664,,3
C910,2012,Nacional,,,1,65,125,17,4.387334539420201,,3
C910,2012,Nacional,,,2,65,125,32,2.289164383463649,,3
C910,2012,Nacional,,,2,65,125,28,2.6452502170522276,,3
C910,2012,Nacional,,,2,65,125,22,2.931996343000925,,3
C910,2012,Nacional,,,2,65,125,10,2.0681154504769075,,3
C910,2013,Nacional,,,1,65,125,28,2.1663023926036247,,3
C910,2013,Nacional,,,1,65,125,29,3.0364934155210883,,3
C910,2013,Nacional,,,1,65,125,22,3.3849122153788866,,3
C910,2013,Nacional,,,1,65,125,18,4.464695420958769,,3
C910,2013,Nacional,,,2,65,125,28,1.9431705881699777,,3
C910,2013,Nacional,,,2,65,125,33,3.011201670213193,,3
C910,2013,Nacional,,,2,65,125,20,2.5788915150600817,,3
C910,2013,Nacional,,,2,65,125,9,1.793457467159801,,3
C910,2014,Nacional,,,1,65,125,25,1.8817946901775586,,3
C910,2014,Nacional,,,1,65,125,22,2.222094283460447,,3
C910,2014,Nacional,,,1,65,125,17,2.526153114598193,,3
C910,2014,Nacional,,,1,65,125,18,4.304819484569614,,3
C910,2014,Nacional,,,2,65,125,31,2.091678963714768,,3
C910,2014,Nacional,,,2,65,125,30,2.644203861066478,,3
C910,2014,Nacional,,,2,65,125,23,2.8678626069369857,,3
C910,2014,Nacional,,,2,65,125,17,3.2722009208358354,,3
C910,2015,Nacional,,,1,65,125,21,1.5420438248855033,,3
C910,2015,Nacional,,,1,65,125,32,3.1222009955918426,,3
C910,2015,Nacional,,,1,65,125,19,2.7248581639618865,,3
C910,2015,Nacional,,,1,65,125,18,4.1630817906802475,,3
C910,2015,Nacional,,,2,65,125,38,2.49888207906989,,3
C910,2015,Nacional,,,2,65,125,25,2.1310311377745728,,3
C910,2015,Nacional,,,2,65,125,23,2.7724070761471737,,3
C910,2015,Nacional,,,2,65,125,12,2.237253249610345,,3
C910,2016,Nacional,,,1,65,125,23,1.6482350985214616,,3
C910,2016,Nacional,,,1,65,125,25,2.360713199786214,,3
C910,2016,Nacional,,,1,65,125,11,1.5214931657293347,,3
C910,2016,Nacional,,,1,65,125,9,2.014608147523039,,3
C910,2016,Nacional,,,2,65,125,36,2.3079038655466495,,3
C910,2016,Nacional,,,2,65,125,22,1.8166849298553176,,3
C910,2016,Nacional,,,2,65,125,18,2.096851228405345,,3
C910,2016,Nacional,,,2,65,125,11,1.9885495700213498,,3
C910,2017,Nacional,,,1,65,125,29,2.0217005150456346,,3
C910,2017,Nacional,,,1,65,125,22,2.0110461279135032,,3
C910,2017,Nacional,,,1,65,125,14,1.8638113077432041,,3
C910,2017,Nacional,,,1,65,125,20,4.314733953504427,,3
C910,2017,Nacional,,,2,65,125,38,2.3678918845490693,,3
C910,2017,Nacional,,,2,65,125,33,2.641386199477486,,3
C910,2017,Nacional,,,2,65,125,20,2.250576991676241,,3
C910,2017,Nacional,,,2,65,125,11,1.9259624997592546,,3
